Natureza,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total,Ano,Cidade,Regiao
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,7.0,6.0,7.0,...,...,...,...,...,...,...,...,...,20.0,2020,Pindamonhangaba,São José dos Campos
Nº DE INFRATORES APREENDIDOS POR MANDADO,2.0,1.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,Pindamonhangaba,São José dos Campos
Nº DE PESSOAS PRESAS EM FLAGRANTE,13.0,21.0,24.0,...,...,...,...,...,...,...,...,...,58.0,2020,Pindamonhangaba,São José dos Campos
Nº DE PESSOAS PRESAS POR MANDADO,11.0,23.0,12.0,...,...,...,...,...,...,...,...,...,46.0,2020,Pindamonhangaba,São José dos Campos
Nº DE PRISÕES EFETUADAS,24.0,41.0,32.0,...,...,...,...,...,...,...,...,...,97.0,2020,Pindamonhangaba,São José dos Campos
Nº DE VEÍCULOS RECUPERADOS,12.0,16.0,7.0,...,...,...,...,...,...,...,...,...,35.0,2020,Pindamonhangaba,São José dos Campos
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,212.0,123.0,115.0,...,...,...,...,...,...,...,...,...,450.0,2020,Pindamonhangaba,São José dos Campos
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0.0,0.0,2.0,...,...,...,...,...,...,...,...,...,2.0,2020,Piquete,São José dos Campos
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,3.0,7.0,0.0,...,...,...,...,...,...,...,...,...,10.0,2020,Piquete,São José dos Campos
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piquete,São José dos Campos
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,2.0,1.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,Piquete,São José dos Campos
Nº DE ARMAS DE FOGO APREENDIDAS,6.0,1.0,0.0,...,...,...,...,...,...,...,...,...,7.0,2020,Piquete,São José dos Campos
Nº DE FLAGRANTES LAVRADOS,6.0,5.0,2.0,...,...,...,...,...,...,...,...,...,13.0,2020,Piquete,São José dos Campos
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,1.0,0.0,2.0,...,...,...,...,...,...,...,...,...,3.0,2020,Piquete,São José dos Campos
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piquete,São José dos Campos
Nº DE PESSOAS PRESAS EM FLAGRANTE,7.0,5.0,3.0,...,...,...,...,...,...,...,...,...,15.0,2020,Piquete,São José dos Campos
Nº DE PESSOAS PRESAS POR MANDADO,2.0,2.0,1.0,...,...,...,...,...,...,...,...,...,5.0,2020,Piquete,São José dos Campos
Nº DE PRISÕES EFETUADAS,8.0,7.0,3.0,...,...,...,...,...,...,...,...,...,18.0,2020,Piquete,São José dos Campos
Nº DE VEÍCULOS RECUPERADOS,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Piquete,São José dos Campos
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,17.0,16.0,15.0,...,...,...,...,...,...,...,...,...,48.0,2020,Piquete,São José dos Campos
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Potim,São José dos Campos
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,5.0,0.0,7.0,...,...,...,...,...,...,...,...,...,12.0,2020,Potim,São José dos Campos
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Potim,São José dos Campos
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Potim,São José dos Campos
Nº DE ARMAS DE FOGO APREENDIDAS,3.0,1.0,0.0,...,...,...,...,...,...,...,...,...,4.0,2020,Potim,São José dos Campos
Nº DE FLAGRANTES LAVRADOS,6.0,2.0,3.0,...,...,...,...,...,...,...,...,...,11.0,2020,Potim,São José dos Campos
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Potim,São José dos Campos
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Potim,São José dos Campos
Nº DE PESSOAS PRESAS EM FLAGRANTE,6.0,2.0,3.0,...,...,...,...,...,...,...,...,...,11.0,2020,Potim,São José dos Campos
Nº DE PESSOAS PRESAS POR MANDADO,2.0,6.0,0.0,...,...,...,...,...,...,...,...,...,8.0,2020,Potim,São José dos Campos
Nº DE PRISÕES EFETUADAS,8.0,8.0,3.0,...,...,...,...,...,...,...,...,...,19.0,2020,Potim,São José dos Campos
Nº DE VEÍCULOS RECUPERADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Potim,São José dos Campos
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,23.0,13.0,12.0,...,...,...,...,...,...,...,...,...,48.0,2020,Potim,São José dos Campos
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Queluz,São José dos Campos
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Queluz,São José dos Campos
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queluz,São José dos Campos
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queluz,São José dos Campos
Nº DE ARMAS DE FOGO APREENDIDAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queluz,São José dos Campos
Nº DE FLAGRANTES LAVRADOS,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Queluz,São José dos Campos
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queluz,São José dos Campos
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queluz,São José dos Campos
Nº DE PESSOAS PRESAS EM FLAGRANTE,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Queluz,São José dos Campos
Nº DE PESSOAS PRESAS POR MANDADO,1.0,0.0,2.0,...,...,...,...,...,...,...,...,...,3.0,2020,Queluz,São José dos Campos
Nº DE PRISÕES EFETUADAS,2.0,1.0,2.0,...,...,...,...,...,...,...,...,...,5.0,2020,Queluz,São José dos Campos
Nº DE VEÍCULOS RECUPERADOS,0.0,3.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,Queluz,São José dos Campos
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,18.0,29.0,13.0,...,...,...,...,...,...,...,...,...,60.0,2020,Queluz,São José dos Campos
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Redenção da Serra,São José dos Campos
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Redenção da Serra,São José dos Campos
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Redenção da Serra,São José dos Campos
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Redenção da Serra,São José dos Campos
Nº DE ARMAS DE FOGO APREENDIDAS,1.0,3.0,0.0,...,...,...,...,...,...,...,...,...,4.0,2020,Redenção da Serra,São José dos Campos
Nº DE FLAGRANTES LAVRADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Redenção da Serra,São José dos Campos
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Redenção da Serra,São José dos Campos
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Redenção da Serra,São José dos Campos
Nº DE PESSOAS PRESAS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Redenção da Serra,São José dos Campos
Nº DE PESSOAS PRESAS POR MANDADO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Redenção da Serra,São José dos Campos
Nº DE PRISÕES EFETUADAS,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Redenção da Serra,São José dos Campos
Nº DE VEÍCULOS RECUPERADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Redenção da Serra,São José dos Campos
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Redenção da Serra,São José dos Campos
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Roseira,São José dos Campos
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Roseira,São José dos Campos
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Roseira,São José dos Campos
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,2.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Roseira,São José dos Campos
Nº DE ARMAS DE FOGO APREENDIDAS,0.0,4.0,0.0,...,...,...,...,...,...,...,...,...,4.0,2020,Roseira,São José dos Campos
Nº DE FLAGRANTES LAVRADOS,2.0,0.0,1.0,...,...,...,...,...,...,...,...,...,3.0,2020,Roseira,São José dos Campos
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Roseira,São José dos Campos
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Roseira,São José dos Campos
Nº DE PESSOAS PRESAS EM FLAGRANTE,2.0,0.0,1.0,...,...,...,...,...,...,...,...,...,3.0,2020,Roseira,São José dos Campos
Nº DE PESSOAS PRESAS POR MANDADO,2.0,1.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,Roseira,São José dos Campos
Nº DE PRISÕES EFETUADAS,4.0,1.0,1.0,...,...,...,...,...,...,...,...,...,6.0,2020,Roseira,São José dos Campos
Nº DE VEÍCULOS RECUPERADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Roseira,São José dos Campos
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,7.0,5.0,3.0,...,...,...,...,...,...,...,...,...,15.0,2020,Roseira,São José dos Campos
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Santa Branca,São José dos Campos
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Santa Branca,São José dos Campos
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Santa Branca,São José dos Campos
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,2.0,0.0,1.0,...,...,...,...,...,...,...,...,...,3.0,2020,Santa Branca,São José dos Campos
Nº DE ARMAS DE FOGO APREENDIDAS,5.0,0.0,2.0,...,...,...,...,...,...,...,...,...,7.0,2020,Santa Branca,São José dos Campos
Nº DE FLAGRANTES LAVRADOS,4.0,2.0,2.0,...,...,...,...,...,...,...,...,...,8.0,2020,Santa Branca,São José dos Campos
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Santa Branca,São José dos Campos
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Santa Branca,São José dos Campos
Nº DE PESSOAS PRESAS EM FLAGRANTE,5.0,2.0,3.0,...,...,...,...,...,...,...,...,...,10.0,2020,Santa Branca,São José dos Campos
Nº DE PESSOAS PRESAS POR MANDADO,2.0,1.0,2.0,...,...,...,...,...,...,...,...,...,5.0,2020,Santa Branca,São José dos Campos
Nº DE PRISÕES EFETUADAS,6.0,3.0,4.0,...,...,...,...,...,...,...,...,...,13.0,2020,Santa Branca,São José dos Campos
Nº DE VEÍCULOS RECUPERADOS,2.0,1.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2020,Santa Branca,São José dos Campos
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,7.0,10.0,11.0,...,...,...,...,...,...,...,...,...,28.0,2020,Santa Branca,São José dos Campos
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0.0,0.0,3.0,...,...,...,...,...,...,...,...,...,3.0,2020,Santo Antônio do Pinhal,São José dos Campos
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Santo Antônio do Pinhal,São José dos Campos
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Santo Antônio do Pinhal,São José dos Campos
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Santo Antônio do Pinhal,São José dos Campos
Nº DE ARMAS DE FOGO APREENDIDAS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Santo Antônio do Pinhal,São José dos Campos
Nº DE FLAGRANTES LAVRADOS,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Santo Antônio do Pinhal,São José dos Campos
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Santo Antônio do Pinhal,São José dos Campos
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Santo Antônio do Pinhal,São José dos Campos
Nº DE PESSOAS PRESAS EM FLAGRANTE,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Santo Antônio do Pinhal,São José dos Campos
Nº DE PESSOAS PRESAS POR MANDADO,1.0,2.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2020,Santo Antônio do Pinhal,São José dos Campos
Nº DE PRISÕES EFETUADAS,2.0,2.0,2.0,...,...,...,...,...,...,...,...,...,6.0,2020,Santo Antônio do Pinhal,São José dos Campos
Nº DE VEÍCULOS RECUPERADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Santo Antônio do Pinhal,São José dos Campos
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,6.0,7.0,18.0,...,...,...,...,...,...,...,...,...,31.0,2020,Santo Antônio do Pinhal,São José dos Campos
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,1.0,1.0,1.0,...,...,...,...,...,...,...,...,...,3.0,2020,São Bento do Sapucaí,São José dos Campos
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Bento do Sapucaí,São José dos Campos
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Bento do Sapucaí,São José dos Campos
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Bento do Sapucaí,São José dos Campos
Nº DE ARMAS DE FOGO APREENDIDAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Bento do Sapucaí,São José dos Campos
Nº DE FLAGRANTES LAVRADOS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,São Bento do Sapucaí,São José dos Campos
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Bento do Sapucaí,São José dos Campos
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Bento do Sapucaí,São José dos Campos
Nº DE PESSOAS PRESAS EM FLAGRANTE,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,São Bento do Sapucaí,São José dos Campos
Nº DE PESSOAS PRESAS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Bento do Sapucaí,São José dos Campos
Nº DE PRISÕES EFETUADAS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,São Bento do Sapucaí,São José dos Campos
Nº DE VEÍCULOS RECUPERADOS,2.0,0.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,São Bento do Sapucaí,São José dos Campos
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,1.0,12.0,0.0,...,...,...,...,...,...,...,...,...,13.0,2020,São Bento do Sapucaí,São José dos Campos
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0.0,3.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,São José do Barreiro,São José dos Campos
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,São José do Barreiro,São José dos Campos
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São José do Barreiro,São José dos Campos
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,São José do Barreiro,São José dos Campos
Nº DE ARMAS DE FOGO APREENDIDAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São José do Barreiro,São José dos Campos
Nº DE FLAGRANTES LAVRADOS,0.0,2.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,São José do Barreiro,São José dos Campos
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,São José do Barreiro,São José dos Campos
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São José do Barreiro,São José dos Campos
Nº DE PESSOAS PRESAS EM FLAGRANTE,0.0,3.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,São José do Barreiro,São José dos Campos
Nº DE PESSOAS PRESAS POR MANDADO,1.0,2.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,São José do Barreiro,São José dos Campos
Nº DE PRISÕES EFETUADAS,1.0,4.0,0.0,...,...,...,...,...,...,...,...,...,5.0,2020,São José do Barreiro,São José dos Campos
Nº DE VEÍCULOS RECUPERADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São José do Barreiro,São José dos Campos
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,8.0,4.0,2.0,...,...,...,...,...,...,...,...,...,14.0,2020,São José do Barreiro,São José dos Campos
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,7.0,4.0,1.0,...,...,...,...,...,...,...,...,...,12.0,2020,São José dos Campos,São José dos Campos
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,45.0,38.0,53.0,...,...,...,...,...,...,...,...,...,136.0,2020,São José dos Campos,São José dos Campos
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),2.0,0.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2020,São José dos Campos,São José dos Campos
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,6.0,7.0,12.0,...,...,...,...,...,...,...,...,...,25.0,2020,São José dos Campos,São José dos Campos
Nº DE ARMAS DE FOGO APREENDIDAS,17.0,8.0,16.0,...,...,...,...,...,...,...,...,...,41.0,2020,São José dos Campos,São José dos Campos
Nº DE FLAGRANTES LAVRADOS,114.0,107.0,167.0,...,...,...,...,...,...,...,...,...,388.0,2020,São José dos Campos,São José dos Campos
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,19.0,28.0,26.0,...,...,...,...,...,...,...,...,...,73.0,2020,São José dos Campos,São José dos Campos
Nº DE INFRATORES APREENDIDOS POR MANDADO,6.0,2.0,3.0,...,...,...,...,...,...,...,...,...,11.0,2020,São José dos Campos,São José dos Campos
Nº DE PESSOAS PRESAS EM FLAGRANTE,123.0,117.0,194.0,...,...,...,...,...,...,...,...,...,434.0,2020,São José dos Campos,São José dos Campos
Nº DE PESSOAS PRESAS POR MANDADO,64.0,59.0,37.0,...,...,...,...,...,...,...,...,...,160.0,2020,São José dos Campos,São José dos Campos
Nº DE PRISÕES EFETUADAS,178.0,166.0,204.0,...,...,...,...,...,...,...,...,...,548.0,2020,São José dos Campos,São José dos Campos
Nº DE VEÍCULOS RECUPERADOS,73.0,31.0,38.0,...,...,...,...,...,...,...,...,...,142.0,2020,São José dos Campos,São José dos Campos
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,341.0,396.0,352.0,...,...,...,...,...,...,...,...,...,1.089,2020,São José dos Campos,São José dos Campos
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,3.0,3.0,2.0,...,...,...,...,...,...,...,...,...,8.0,2020,São Luís do Paraitinga,São José dos Campos
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,2.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,São Luís do Paraitinga,São José dos Campos
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Luís do Paraitinga,São José dos Campos
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,2.0,1.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,São Luís do Paraitinga,São José dos Campos
Nº DE ARMAS DE FOGO APREENDIDAS,2.0,0.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,São Luís do Paraitinga,São José dos Campos
Nº DE FLAGRANTES LAVRADOS,2.0,5.0,0.0,...,...,...,...,...,...,...,...,...,7.0,2020,São Luís do Paraitinga,São José dos Campos
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Luís do Paraitinga,São José dos Campos
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Luís do Paraitinga,São José dos Campos
Nº DE PESSOAS PRESAS EM FLAGRANTE,2.0,5.0,0.0,...,...,...,...,...,...,...,...,...,7.0,2020,São Luís do Paraitinga,São José dos Campos
Nº DE PESSOAS PRESAS POR MANDADO,1.0,5.0,3.0,...,...,...,...,...,...,...,...,...,9.0,2020,São Luís do Paraitinga,São José dos Campos
Nº DE PRISÕES EFETUADAS,3.0,10.0,3.0,...,...,...,...,...,...,...,...,...,16.0,2020,São Luís do Paraitinga,São José dos Campos
Nº DE VEÍCULOS RECUPERADOS,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,São Luís do Paraitinga,São José dos Campos
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,0.0,5.0,8.0,...,...,...,...,...,...,...,...,...,13.0,2020,São Luís do Paraitinga,São José dos Campos
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,1.0,1.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2020,São Sebastião,São José dos Campos
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,17.0,10.0,7.0,...,...,...,...,...,...,...,...,...,34.0,2020,São Sebastião,São José dos Campos
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Sebastião,São José dos Campos
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,1.0,2.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,São Sebastião,São José dos Campos
Nº DE ARMAS DE FOGO APREENDIDAS,3.0,3.0,1.0,...,...,...,...,...,...,...,...,...,7.0,2020,São Sebastião,São José dos Campos
Nº DE FLAGRANTES LAVRADOS,22.0,29.0,15.0,...,...,...,...,...,...,...,...,...,66.0,2020,São Sebastião,São José dos Campos
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,2.0,4.0,1.0,...,...,...,...,...,...,...,...,...,7.0,2020,São Sebastião,São José dos Campos
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Sebastião,São José dos Campos
Nº DE PESSOAS PRESAS EM FLAGRANTE,28.0,39.0,19.0,...,...,...,...,...,...,...,...,...,86.0,2020,São Sebastião,São José dos Campos
Nº DE PESSOAS PRESAS POR MANDADO,25.0,14.0,9.0,...,...,...,...,...,...,...,...,...,48.0,2020,São Sebastião,São José dos Campos
Nº DE PRISÕES EFETUADAS,47.0,43.0,24.0,...,...,...,...,...,...,...,...,...,114.0,2020,São Sebastião,São José dos Campos
Nº DE VEÍCULOS RECUPERADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Sebastião,São José dos Campos
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,66.0,64.0,33.0,...,...,...,...,...,...,...,...,...,163.0,2020,São Sebastião,São José dos Campos
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Silveiras,São José dos Campos
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Silveiras,São José dos Campos
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Silveiras,São José dos Campos
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Silveiras,São José dos Campos
Nº DE ARMAS DE FOGO APREENDIDAS,4.0,0.0,0.0,...,...,...,...,...,...,...,...,...,4.0,2020,Silveiras,São José dos Campos
Nº DE FLAGRANTES LAVRADOS,2.0,2.0,0.0,...,...,...,...,...,...,...,...,...,4.0,2020,Silveiras,São José dos Campos
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Silveiras,São José dos Campos
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Silveiras,São José dos Campos
Nº DE PESSOAS PRESAS EM FLAGRANTE,2.0,2.0,0.0,...,...,...,...,...,...,...,...,...,4.0,2020,Silveiras,São José dos Campos
Nº DE PESSOAS PRESAS POR MANDADO,2.0,1.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,Silveiras,São José dos Campos
Nº DE PRISÕES EFETUADAS,4.0,3.0,0.0,...,...,...,...,...,...,...,...,...,7.0,2020,Silveiras,São José dos Campos
