Natureza,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total,Ano,Cidade,Regiao
ESTUPRO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Itupeva,Campinas
ESTUPRO DE VULNERÁVEL,2.0,0.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2020,Itupeva,Campinas
TOTAL DE ROUBO - OUTROS (1),7.0,14.0,11.0,...,...,...,...,...,...,...,...,...,32.0,2020,Itupeva,Campinas
ROUBO - OUTROS,7.0,12.0,10.0,...,...,...,...,...,...,...,...,...,29.0,2020,Itupeva,Campinas
ROUBO DE VEÍCULO,3.0,3.0,5.0,...,...,...,...,...,...,...,...,...,11.0,2020,Itupeva,Campinas
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Itupeva,Campinas
ROUBO DE CARGA,0.0,2.0,1.0,...,...,...,...,...,...,...,...,...,3.0,2020,Itupeva,Campinas
FURTO - OUTROS,37.0,28.0,31.0,...,...,...,...,...,...,...,...,...,96.0,2020,Itupeva,Campinas
FURTO DE VEÍCULO,2.0,5.0,4.0,...,...,...,...,...,...,...,...,...,11.0,2020,Itupeva,Campinas
HOMICÍDIO DOLOSO (2),0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Jaguariúna,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Jaguariúna,Campinas
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jaguariúna,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jaguariúna,Campinas
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Jaguariúna,Campinas
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jaguariúna,Campinas
TENTATIVA DE HOMICÍDIO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Jaguariúna,Campinas
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jaguariúna,Campinas
LESÃO CORPORAL DOLOSA,19.0,16.0,15.0,...,...,...,...,...,...,...,...,...,50.0,2020,Jaguariúna,Campinas
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,15.0,16.0,11.0,...,...,...,...,...,...,...,...,...,42.0,2020,Jaguariúna,Campinas
LESÃO CORPORAL CULPOSA - OUTRAS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Jaguariúna,Campinas
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jaguariúna,Campinas
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jaguariúna,Campinas
TOTAL DE ESTUPRO (4),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Jaguariúna,Campinas
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jaguariúna,Campinas
ESTUPRO DE VULNERÁVEL,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Jaguariúna,Campinas
TOTAL DE ROUBO - OUTROS (1),8.0,2.0,4.0,...,...,...,...,...,...,...,...,...,14.0,2020,Jaguariúna,Campinas
ROUBO - OUTROS,8.0,1.0,4.0,...,...,...,...,...,...,...,...,...,13.0,2020,Jaguariúna,Campinas
ROUBO DE VEÍCULO,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Jaguariúna,Campinas
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jaguariúna,Campinas
ROUBO DE CARGA,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Jaguariúna,Campinas
FURTO - OUTROS,34.0,28.0,27.0,...,...,...,...,...,...,...,...,...,89.0,2020,Jaguariúna,Campinas
FURTO DE VEÍCULO,11.0,8.0,8.0,...,...,...,...,...,...,...,...,...,27.0,2020,Jaguariúna,Campinas
HOMICÍDIO DOLOSO (2),0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Jarinu,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,3.0,...,...,...,...,...,...,...,...,...,3.0,2020,Jarinu,Campinas
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jarinu,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jarinu,Campinas
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Jarinu,Campinas
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jarinu,Campinas
TENTATIVA DE HOMICÍDIO,2.0,1.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,Jarinu,Campinas
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jarinu,Campinas
LESÃO CORPORAL DOLOSA,7.0,9.0,7.0,...,...,...,...,...,...,...,...,...,23.0,2020,Jarinu,Campinas
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2.0,0.0,7.0,...,...,...,...,...,...,...,...,...,9.0,2020,Jarinu,Campinas
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Jarinu,Campinas
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jarinu,Campinas
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jarinu,Campinas
TOTAL DE ESTUPRO (4),1.0,1.0,1.0,...,...,...,...,...,...,...,...,...,3.0,2020,Jarinu,Campinas
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jarinu,Campinas
ESTUPRO DE VULNERÁVEL,1.0,1.0,1.0,...,...,...,...,...,...,...,...,...,3.0,2020,Jarinu,Campinas
TOTAL DE ROUBO - OUTROS (1),12.0,7.0,4.0,...,...,...,...,...,...,...,...,...,23.0,2020,Jarinu,Campinas
ROUBO - OUTROS,11.0,7.0,3.0,...,...,...,...,...,...,...,...,...,21.0,2020,Jarinu,Campinas
ROUBO DE VEÍCULO,4.0,7.0,3.0,...,...,...,...,...,...,...,...,...,14.0,2020,Jarinu,Campinas
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jarinu,Campinas
ROUBO DE CARGA,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Jarinu,Campinas
FURTO - OUTROS,24.0,21.0,21.0,...,...,...,...,...,...,...,...,...,66.0,2020,Jarinu,Campinas
FURTO DE VEÍCULO,2.0,2.0,1.0,...,...,...,...,...,...,...,...,...,5.0,2020,Jarinu,Campinas
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Joanópolis,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Joanópolis,Campinas
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Joanópolis,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Joanópolis,Campinas
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Joanópolis,Campinas
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Joanópolis,Campinas
TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Joanópolis,Campinas
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Joanópolis,Campinas
LESÃO CORPORAL DOLOSA,5.0,1.0,5.0,...,...,...,...,...,...,...,...,...,11.0,2020,Joanópolis,Campinas
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1.0,0.0,2.0,...,...,...,...,...,...,...,...,...,3.0,2020,Joanópolis,Campinas
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Joanópolis,Campinas
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Joanópolis,Campinas
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Joanópolis,Campinas
TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Joanópolis,Campinas
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Joanópolis,Campinas
ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Joanópolis,Campinas
TOTAL DE ROUBO - OUTROS (1),1.0,1.0,1.0,...,...,...,...,...,...,...,...,...,3.0,2020,Joanópolis,Campinas
ROUBO - OUTROS,1.0,1.0,1.0,...,...,...,...,...,...,...,...,...,3.0,2020,Joanópolis,Campinas
ROUBO DE VEÍCULO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Joanópolis,Campinas
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Joanópolis,Campinas
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Joanópolis,Campinas
FURTO - OUTROS,12.0,5.0,12.0,...,...,...,...,...,...,...,...,...,29.0,2020,Joanópolis,Campinas
FURTO DE VEÍCULO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Joanópolis,Campinas
HOMICÍDIO DOLOSO (2),4.0,1.0,3.0,...,...,...,...,...,...,...,...,...,8.0,2020,Jundiaí,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),4.0,2.0,3.0,...,...,...,...,...,...,...,...,...,9.0,2020,Jundiaí,Campinas
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jundiaí,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jundiaí,Campinas
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,3.0,2.0,6.0,...,...,...,...,...,...,...,...,...,11.0,2020,Jundiaí,Campinas
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jundiaí,Campinas
TENTATIVA DE HOMICÍDIO,2.0,3.0,1.0,...,...,...,...,...,...,...,...,...,6.0,2020,Jundiaí,Campinas
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jundiaí,Campinas
LESÃO CORPORAL DOLOSA,89.0,75.0,67.0,...,...,...,...,...,...,...,...,...,231.0,2020,Jundiaí,Campinas
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,45.0,47.0,35.0,...,...,...,...,...,...,...,...,...,127.0,2020,Jundiaí,Campinas
LESÃO CORPORAL CULPOSA - OUTRAS,2.0,5.0,4.0,...,...,...,...,...,...,...,...,...,11.0,2020,Jundiaí,Campinas
LATROCÍNIO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Jundiaí,Campinas
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Jundiaí,Campinas
TOTAL DE ESTUPRO (4),7.0,8.0,4.0,...,...,...,...,...,...,...,...,...,19.0,2020,Jundiaí,Campinas
ESTUPRO,2.0,3.0,1.0,...,...,...,...,...,...,...,...,...,6.0,2020,Jundiaí,Campinas
ESTUPRO DE VULNERÁVEL,5.0,5.0,3.0,...,...,...,...,...,...,...,...,...,13.0,2020,Jundiaí,Campinas
TOTAL DE ROUBO - OUTROS (1),95.0,99.0,81.0,...,...,...,...,...,...,...,...,...,275.0,2020,Jundiaí,Campinas
ROUBO - OUTROS,85.0,92.0,69.0,...,...,...,...,...,...,...,...,...,246.0,2020,Jundiaí,Campinas
ROUBO DE VEÍCULO,23.0,24.0,22.0,...,...,...,...,...,...,...,...,...,69.0,2020,Jundiaí,Campinas
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Jundiaí,Campinas
ROUBO DE CARGA,10.0,7.0,12.0,...,...,...,...,...,...,...,...,...,29.0,2020,Jundiaí,Campinas
FURTO - OUTROS,350.0,372.0,267.0,...,...,...,...,...,...,...,...,...,989.0,2020,Jundiaí,Campinas
FURTO DE VEÍCULO,77.0,56.0,38.0,...,...,...,...,...,...,...,...,...,171.0,2020,Jundiaí,Campinas
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
LESÃO CORPORAL DOLOSA,3.0,3.0,4.0,...,...,...,...,...,...,...,...,...,10.0,2020,Lindóia,Campinas
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3.0,2.0,0.0,...,...,...,...,...,...,...,...,...,5.0,2020,Lindóia,Campinas
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Lindóia,Campinas
FURTO - OUTROS,1.0,7.0,4.0,...,...,...,...,...,...,...,...,...,12.0,2020,Lindóia,Campinas
FURTO DE VEÍCULO,1.0,2.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,Lindóia,Campinas
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Louveira,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Louveira,Campinas
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Louveira,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Louveira,Campinas
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2.0,0.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Louveira,Campinas
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Louveira,Campinas
TENTATIVA DE HOMICÍDIO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Louveira,Campinas
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Louveira,Campinas
LESÃO CORPORAL DOLOSA,11.0,14.0,9.0,...,...,...,...,...,...,...,...,...,34.0,2020,Louveira,Campinas
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3.0,8.0,5.0,...,...,...,...,...,...,...,...,...,16.0,2020,Louveira,Campinas
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Louveira,Campinas
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Louveira,Campinas
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Louveira,Campinas
TOTAL DE ESTUPRO (4),1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Louveira,Campinas
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Louveira,Campinas
ESTUPRO DE VULNERÁVEL,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Louveira,Campinas
TOTAL DE ROUBO - OUTROS (1),2.0,7.0,5.0,...,...,...,...,...,...,...,...,...,14.0,2020,Louveira,Campinas
ROUBO - OUTROS,2.0,6.0,5.0,...,...,...,...,...,...,...,...,...,13.0,2020,Louveira,Campinas
ROUBO DE VEÍCULO,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Louveira,Campinas
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Louveira,Campinas
ROUBO DE CARGA,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Louveira,Campinas
FURTO - OUTROS,36.0,23.0,16.0,...,...,...,...,...,...,...,...,...,75.0,2020,Louveira,Campinas
FURTO DE VEÍCULO,4.0,3.0,1.0,...,...,...,...,...,...,...,...,...,8.0,2020,Louveira,Campinas
HOMICÍDIO DOLOSO (2),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Mogi Guaçu,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Mogi Guaçu,Campinas
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mogi Guaçu,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mogi Guaçu,Campinas
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,2.0,1.0,...,...,...,...,...,...,...,...,...,3.0,2020,Mogi Guaçu,Campinas
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mogi Guaçu,Campinas
TENTATIVA DE HOMICÍDIO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Mogi Guaçu,Campinas
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mogi Guaçu,Campinas
LESÃO CORPORAL DOLOSA,45.0,43.0,35.0,...,...,...,...,...,...,...,...,...,123.0,2020,Mogi Guaçu,Campinas
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,39.0,36.0,19.0,...,...,...,...,...,...,...,...,...,94.0,2020,Mogi Guaçu,Campinas
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mogi Guaçu,Campinas
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mogi Guaçu,Campinas
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mogi Guaçu,Campinas
TOTAL DE ESTUPRO (4),10.0,3.0,3.0,...,...,...,...,...,...,...,...,...,16.0,2020,Mogi Guaçu,Campinas
ESTUPRO,2.0,1.0,2.0,...,...,...,...,...,...,...,...,...,5.0,2020,Mogi Guaçu,Campinas
ESTUPRO DE VULNERÁVEL,8.0,2.0,1.0,...,...,...,...,...,...,...,...,...,11.0,2020,Mogi Guaçu,Campinas
TOTAL DE ROUBO - OUTROS (1),31.0,17.0,28.0,...,...,...,...,...,...,...,...,...,76.0,2020,Mogi Guaçu,Campinas
ROUBO - OUTROS,30.0,17.0,28.0,...,...,...,...,...,...,...,...,...,75.0,2020,Mogi Guaçu,Campinas
ROUBO DE VEÍCULO,4.0,4.0,5.0,...,...,...,...,...,...,...,...,...,13.0,2020,Mogi Guaçu,Campinas
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mogi Guaçu,Campinas
ROUBO DE CARGA,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Mogi Guaçu,Campinas
FURTO - OUTROS,142.0,94.0,101.0,...,...,...,...,...,...,...,...,...,337.0,2020,Mogi Guaçu,Campinas
FURTO DE VEÍCULO,60.0,45.0,39.0,...,...,...,...,...,...,...,...,...,144.0,2020,Mogi Guaçu,Campinas
HOMICÍDIO DOLOSO (2),1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Mogi Mirim,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Mogi Mirim,Campinas
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mogi Mirim,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mogi Mirim,Campinas
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2.0,1.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,Mogi Mirim,Campinas
HOMICÍDIO CULPOSO OUTROS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Mogi Mirim,Campinas
TENTATIVA DE HOMICÍDIO,2.0,0.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Mogi Mirim,Campinas
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mogi Mirim,Campinas
LESÃO CORPORAL DOLOSA,37.0,15.0,11.0,...,...,...,...,...,...,...,...,...,63.0,2020,Mogi Mirim,Campinas
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,38.0,16.0,12.0,...,...,...,...,...,...,...,...,...,66.0,2020,Mogi Mirim,Campinas
LESÃO CORPORAL CULPOSA - OUTRAS,1.0,1.0,1.0,...,...,...,...,...,...,...,...,...,3.0,2020,Mogi Mirim,Campinas
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mogi Mirim,Campinas
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mogi Mirim,Campinas
TOTAL DE ESTUPRO (4),4.0,1.0,4.0,...,...,...,...,...,...,...,...,...,9.0,2020,Mogi Mirim,Campinas
ESTUPRO,3.0,0.0,2.0,...,...,...,...,...,...,...,...,...,5.0,2020,Mogi Mirim,Campinas
ESTUPRO DE VULNERÁVEL,1.0,1.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2020,Mogi Mirim,Campinas
TOTAL DE ROUBO - OUTROS (1),33.0,14.0,12.0,...,...,...,...,...,...,...,...,...,59.0,2020,Mogi Mirim,Campinas
ROUBO - OUTROS,33.0,14.0,12.0,...,...,...,...,...,...,...,...,...,59.0,2020,Mogi Mirim,Campinas
ROUBO DE VEÍCULO,6.0,3.0,0.0,...,...,...,...,...,...,...,...,...,9.0,2020,Mogi Mirim,Campinas
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mogi Mirim,Campinas
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Mogi Mirim,Campinas
FURTO - OUTROS,84.0,57.0,57.0,...,...,...,...,...,...,...,...,...,198.0,2020,Mogi Mirim,Campinas
FURTO DE VEÍCULO,19.0,23.0,13.0,...,...,...,...,...,...,...,...,...,55.0,2020,Mogi Mirim,Campinas
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Monte Alegre do Sul,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Monte Alegre do Sul,Campinas
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Monte Alegre do Sul,Campinas
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Monte Alegre do Sul,Campinas
